,movieId,plot
3312,4484,"Camille Claude impresses already-famous sculptor Auguste Rodin. He hires her as an assistant, but soon Camille begins to sculpt for herself and she also becomes his mistress. But after a while, she would like to get out of his shadow."
3313,4487,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.
3314,4488,An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.
3315,4489,"An extremely pampered African prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and strong will."
3316,4490,A burnt-out shrink needs a temp. A charming escaped convict takes over his practice and radio show.
3317,4492,"A group of small but vicious alien creatures called Crites escape from an alien prison transport vessel and land near a small farm town on earth, pursued by two shape-shifting bounty hunters."
3318,4495,A Manhattan single meets a man through her Jewish grandmother's matchmaker.
3319,4496,"A college professor's day: his top student allegedly commits suicide, his wife presents him with divorce papers and he overnights in a freshman girl's dorm. The next day: more murders around him. Will he find the killer in time?"
3320,4497,A cop and his undead partner must chase down the diabolical villain who killed him.
3321,4498,"Inspector ""Dirty"" Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target."
3322,4499,Two con men try to settle their rivalry by betting on who can swindle a young American heiress out of fifty thousand dollars first.
3323,4500,"Three generations of women all share the same problem: marriage woes, and they want to put an end to it."
3324,4502,Ernest helps Santa Claus as he searches for his successor.
3325,4504,"While Ellie is strong, streetwise, practical, social but scholarly weak, Janis is the opposite and thus make ideal room and team mates at a tough 16 week FBI training course."
3326,4505,"After she gets pregnant, a teenage girl must decide whether she should keep the baby or not."
3327,4506,"In a hotel room in Paris, a doctor comes out of the shower and finds that his wife has disappeared. He soon finds himself caught up in a world of intrigue, espionage, gangsters, drugs and murder."
3328,4508,"The story of Dian Fossey, a scientist who came to Africa to study the vanishing mountain gorillas, and later fought to protect them."
3329,4509,A Chicago man and his family go camping with his obnoxious brother-in-law.
3330,4511,"When a hotelier attempts to fill the chronic vacancies at his castle by launching an advertising campaign that falsely portrays the property as haunted, two actual ghosts show up and end up falling for two guests."
3331,4516,"Johnny's the top high-school football player and many colleges want him. His girlfriend, coach and best friend want him in the college, serving themselves most."
3332,4517,"An author tells the story of how, as a young boy growing up in a 1960s small town, he was haunted after witnessing the murder of a little girl."
3333,4518,"When an archaeologist uncovers a strange skull in a foreign land, the residents of a nearby town begin to disappear, leading to further inexplicable occurrences."
3334,4519,An orphaned brontosaurus teams up with other young dinosaurs in order to reunite with their families in a valley.
3335,4520,A teen decides to go for a night on the town with his friends despite flunking his driver's test.
3336,4521,"An F.B.I. Agent works to uncover an All-American family as Soviet sleeper Agents, and gets caught up in friendship with their unaware son."
3337,4522,"A recently orphaned heiress meets a young racing yacht captain on Long Island. He shows interest in her and, being heiress to $200,000,000, love may not be the reason."
3338,4523,An accidental breakdown of a valve on the irrigation ditch launches a hot confrontation between local farmers and corrupt authorities.
3339,4524,"A US actor gets a gig in South American Parador. When the dictator dies, he's forced to play him for real and gets his mistress. Can they change Parador?"
3340,4526,A creature from another planet tries to seduce a shy Earth physicist to gain control over his researches. The result of this important mission much exceeded her expectations.
3341,4527,"A charming womanizer has to find a way to get $80 to elope to Hawaii with his one true love, or else go to his father's chosen business school."
3342,4529,A lonely German woman ends up in the most desolate motel on Earth and decides to make it brighter.
3343,4531,A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.
3344,4533,"When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies."
3345,4534,"Young Jim Craig returns to his home in the Australian high country. He finds that things are not as he left them - his girlfriend, Jessica, is being pursued by another man, and her father, Harrison, doesn't want him back into her life."
3346,4535,"In 1880s Australia, after young Jim Craig's father dies, he takes a job at the Harrison cattle ranch, where he is forced to become a man."
3347,4537,The eldest son of a fugitive family comes of age and wants to live a life of his own.
3348,4541,An anthropologist goes to Haiti after hearing rumors about a drug used by black magic practitioners to turn people into zombies.
3349,4544,Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.
3350,4545,"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes."
3351,4546,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
3352,4552,"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal."
3353,4553,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.
